User-ID,ISBN,Book-Rating
48025,0553297260,7
48025,0553561618,7
48025,0671727583,6
48025,074343627X,8
48025,0743460529,7
48494,0064400557,10
48494,0064400565,10
48494,0345417623,10
48494,0373484003,8
48494,0375400117,10
48494,0380018179,10
48494,0440174643,10
48494,0440202043,10
48494,044021145X,8
48494,0440241073,9
48494,0446606812,5
48494,0515102636,10
48494,0515107662,10
48494,0515118656,8
48494,0515120618,8
48494,0515127833,10
48494,0515128554,10
48494,0553250531,10
48494,0553272837,8
48494,0553294903,10
48494,0743418174,10
48494,080410753X,10
48494,1400034779,10
48494,155874262X,10
51883,0060392452,8
51883,0064400565,10
51883,0345370775,7
51883,0345384377,8
51883,0345384911,8
51883,034540288X,7
51883,0345465083,10
51883,0373242328,10
51883,0380400480,10
51883,0380710722,7
51883,0385182449,10
51883,0385306032,5
51883,0385503822,10
51883,0440203856,5
51883,0451137965,10
51883,0451153553,10
51883,0451172817,10
51883,0553280147,7
51883,0553583468,6
51883,0671001132,10
51883,067102423X,10
51883,0671695126,10
51883,0671729454,10
51883,0878578730,10
51883,1551666189,10
51883,1551669412,10
52584,002542730X,10
52584,0028604199,10
52584,0060981180,8
52584,0140293248,10
52584,0140481346,4
52584,0142002267,10
52584,0316601950,9
52584,0316666343,9
52584,0316782505,8
52584,0316788228,9
52584,0345370805,7
52584,0345444884,7
52584,0375412824,10
52584,0375756981,6
52584,0380018179,10
52584,038079487X,9
52584,0385492081,9
52584,0385502532,9
52584,042510687X,6
52584,0440221099,8
52584,0440224675,10
52584,0446350982,7
52584,0446606812,7
52584,0446672211,8
52584,0449006344,8
52584,0449134482,4
52584,0449213447,9
52584,0451142934,8
52584,0451161343,7
52584,0451184963,10
52584,0553272535,8
52584,0609804138,7
52584,0684865742,8
52584,0684872153,9
52584,0688177751,8
52584,0743418174,10
52584,0786889020,10
52584,0804106304,7
52584,080410753X,8
52584,0804108749,8
52584,080411109X,9
52917,0060928336,4
52917,006099486X,8
52917,0061097861,8
52917,0140258795,8
52917,0140262032,8
52917,0142002267,8
52917,0345387651,7
52917,0345427637,4
52917,0380012863,5
52917,0380813815,5
52917,0440241073,6
52917,0449003787,6
52917,0449212602,8
52917,0449213447,7
52917,0449216861,7
52917,0449219461,7
52917,0804106304,7
52917,0836217632,6
52917,0836218620,9
52917,0836218817,7
52917,0894808249,6
55187,0060175400,8
55187,0060199652,10
55187,0140067477,5
55187,0156528207,10
55187,0312147015,10
55187,0345341678,10
55187,0345404475,10
55187,0380704587,9
55187,0399501487,8
55187,0425133540,9
55187,0440213290,5
55187,0446310786,10
55187,044651862X,9
55187,0446610038,10
55187,0446672211,8
55187,0451169522,5
55187,0553213105,9
55187,0670032379,10
55187,0671001795,10
55187,0679745203,7
55187,067976402X,10
55187,0743412028,10
55187,0812550706,10
55187,0971880107,6
55187,1576737330,8
55490,0060929871,9
55490,0316107298,10
55490,0316666009,5
55490,0316690619,4
55490,0316693294,10
55490,0345298349,5
55490,0345313860,10
55490,0345337662,7
55490,0345384350,9
55490,0345384466,9
55490,034538475X,7
55490,0345409671,9
55490,0375401598,10
55490,0375401601,9
55490,0375504397,10
55490,0375703764,10
55490,0380708213,10
55490,0380717018,3
55490,0380789035,10
55490,038529929X,10
55490,0385498721,10
55490,0385504470,10
55490,0393319296,9
55490,0425098648,10
55490,0425121259,8
55490,0425124347,10
55490,0425130711,9
55490,0425136981,8
55490,0425153975,7
55490,0425158594,4
55490,0440174643,8
55490,0440180295,10
55490,0440204887,5
55490,044098761X,10
55490,0446350982,5
55490,0446601241,10
55490,0446605484,10
55490,0446607657,9
55490,0446611212,9
55490,0451141083,5
55490,0451142934,9
55490,0451156609,8
55490,0451160525,10
55490,0451162072,10
55490,0451163524,10
55490,0451173317,10
55490,0451177096,5
55490,0451524934,10
55490,0452278902,9
55490,0452279178,10
55490,0517149257,10
55490,0553277472,9
55490,0670851086,8
55490,0671673688,8
55490,0679454497,10
55490,0743235150,7
55490,0805062971,10
55490,0836213122,10
55490,0836218051,10
55490,0886774012,10
56399,0061000027,10
56399,0061000043,10
56399,0061097853,10
56399,006109918X,10
56399,0061099325,10
56399,0140067477,10
56399,0140143505,10
56399,0140186409,8
56399,014018869X,10
56399,0140258795,8
56399,0345350499,10
56399,0345361792,9
56399,0345370775,10
56399,0345379144,10
56399,0380018179,10
56399,038549081X,6
56399,0399501487,7
56399,0425104338,10
56399,0425173895,8
56399,0441790348,10
56399,0441810764,7
56399,0446363251,10
56399,0446364754,10
56399,0446365386,10
56399,0451169530,10
56399,0451204530,7
56399,0452284449,8
56399,0553250426,10
56399,0553250531,10
56399,0553289411,10
56399,0679785892,10
56399,0836218817,7
56399,0971880107,5
56447,0060507772,10
56447,0060928336,8
56447,0060958022,8
56447,0064407055,9
56447,0140067477,8
56447,0140119906,6
56447,0140481346,4
56447,0142001619,8
56447,0142002267,6
56447,0312278586,7
56447,0316666343,8
56447,0316776963,7
56447,0345339495,8
56447,0345413350,7
56447,0345416260,9
56447,0375702709,7
56447,0380752859,8
56447,0380789035,7
56447,0380978407,8
56447,0385474016,8
56447,0439064872,8
56447,0439404371,10
56447,0440219078,8
56447,0440995779,6
56447,0515132187,8
56447,059035342X,7
56447,0670869902,6
56447,0671003755,8
56447,0671041789,10
56447,0684857820,8
56447,0842329129,6
56447,0842329242,9
56959,0061098035,9
56959,0061099325,10
56959,0140262032,9
56959,0140386645,10
56959,0312924585,10
56959,0312950586,8
56959,0312986343,10
56959,0316666343,8
56959,0316776963,10
56959,0345416260,5
56959,0380715430,10
56959,0385420161,8
56959,0394820371,9
56959,0399149759,10
56959,0425157539,9
56959,0425161242,2
56959,0425182908,5
56959,0425188787,10
56959,0439136350,10
56959,0440225825,5
56959,0440415632,10
56959,0440487617,10
56959,0440498058,10
56959,0440998050,10
56959,0446343455,10
56959,0553279556,10
56959,0553296981,10
56959,0671001795,10
56959,0671510053,10
56959,0679457526,10
56959,0679751521,8
56959,068484267X,10
56959,0743206029,8
56959,0836218051,8
56959,0836218833,10
56959,0836218981,8
56959,1400031362,10
59172,0316603287,10
59172,0345417623,10
59172,0345444884,7
59172,038531292X,10
59172,0385315309,10
59172,0425100650,10
59172,042511984X,9
59172,0425124347,10
59172,0425144429,8
59172,0425153975,9
59172,0440111811,10
59172,0440168724,10
59172,0440185327,10
59172,0440193613,9
59172,0440209412,10
59172,0446310786,10
59172,0446604801,10
59172,0449005909,10
59172,0451147367,10
59172,0451155750,8
59172,0451156609,10
59172,0451163524,7
59172,0451166604,10
59172,0451167317,7
59172,0451169522,9
59172,0451170385,9
59172,0451172817,10
59172,0451173317,8
59172,0451184963,5
59172,0515130389,8
59172,0515131229,8
59172,0553274295,10
59172,0671001132,10
59172,0671004565,10
59172,0671670689,10
59172,067169071X,10
59172,0671695142,10
59172,0671729411,10
59172,0671729446,10
59172,0671729462,10
59172,0671759329,10
59172,0671769200,10
59172,0671868691,10
59172,0679731377,5
59172,0743412273,9
59172,0920668372,10
60244,0060392452,8
60244,0060502258,8
60244,0060928336,8
60244,0060987103,7
60244,0064401847,9
60244,0064407055,8
60244,0064440508,10
60244,0064471047,9
60244,0064471101,9
60244,014018869X,8
60244,0140276904,8
60244,0140293248,8
60244,014029628X,8
60244,0140298479,8
60244,0140328696,9
60244,014038572X,6
60244,0140386645,9
60244,0141000198,8
60244,014131088X,9
60244,0142001740,8
60244,0142002267,9
60244,015100692X,8
60244,0152567089,10
60244,0312195516,7
60244,0312203039,9
60244,0312278586,8
60244,0312966091,9
60244,0312966970,9
60244,0312983271,7
60244,0312990456,9
60244,0316284955,8
60244,0316769487,7
60244,0316780375,8
60244,0316788228,8
60244,0345339681,10
60244,0345339738,10
60244,0345342968,9
60244,0345354931,8
60244,0345370805,9
60244,0345391802,9
60244,0345422783,8
60244,0345435168,9
60244,0345445848,7
60244,0345453387,8
60244,0345459202,8
60244,0345465083,9
60244,0375504613,8
60244,0375700757,6
60244,0375702709,9
60244,0375705856,7
60244,0375706410,9
60244,0375727345,7
60244,0375758992,8
60244,0380725584,8
60244,0380978415,9
60244,0385335881,8
60244,0385505833,8
60244,0385512104,7
60244,0385720106,8
60244,0385721420,8
60244,0385722435,7
60244,0394820371,10
60244,0399141146,9
60244,042511774X,8
60244,0440180295,8
60244,0440219078,9
60244,0440235596,7
60244,0440998050,10
60244,0446670251,9
60244,0446675059,8
60244,0449003795,8
60244,0449005615,9
60244,0449219364,9
60244,0449911004,7
60244,0449912558,3
60244,0451169530,4
60244,0451191145,9
60244,0451524934,9
60244,0553272535,8
60244,0553274295,10
60244,0553280341,9
60244,0553562738,8
60244,0609804138,8
60244,0618002227,10
60244,0670030643,7
60244,0670880728,8
60244,067088300X,8
60244,0671001795,9
60244,0679426159,9
60244,0679429220,7
60244,0679439382,7
60244,0679457526,9
60244,0679731148,9
60244,0679736042,8
60244,0679746048,7
60244,0679751521,7
60244,0679751602,9
60244,068484267X,9
60244,0689817215,8
60244,0743237188,8
60244,0743418174,8
60244,0767900383,8
60244,0767902521,9
60244,0767905180,7
60244,0767905385,9
60244,0786881852,9
60244,0786889020,8
60244,0802135161,9
60244,0804106304,8
60244,080411109X,9
60244,0804114609,8
60244,0804114986,8
60244,0807508527,7
60244,0812550706,9
60244,0823401898,9
60244,0842329129,5
60244,0874776945,7
60244,0877733759,9
60244,0920668364,6
60244,140003065X,10
60244,1400034779,9
60244,1576737330,8
60244,1592400876,10
60707,0060976241,9
60707,0061097853,8
60707,0061097861,8
60707,006109918X,7
60707,0061099325,8
60707,014034294X,5
60707,0312289723,9
60707,0312983271,9
60707,031298328X,8
60707,0312983298,7
60707,0439136350,9
60707,0439139597,9
60707,0440406498,8
60707,0449134482,7
60707,0451207246,7
60707,0451208862,7
60707,0553287532,6
60707,0590353403,10
60707,0671001795,9
60707,0786817070,6
60707,0804106304,7
67840,0061098035,8
67840,0312983271,10
67840,0375700757,10
67840,0380731851,9
67840,0380789019,7
67840,0380973650,5
67840,0385504209,10
67840,042516828X,10
67840,0446608890,10
67840,0446613266,10
67840,0446677450,7
67840,0449005615,10
67840,0451207246,10
67840,0451208862,10
67840,0609804138,10
67840,0670813648,10
67840,067088300X,9
67840,0671028375,10
67840,0671034022,7
67840,0671705091,10
67840,0836218051,10
67840,1400034779,10
67840,155166951X,10
68555,0060928336,10
68555,0070212570,8
68555,014025448X,8
68555,014028009X,4
68555,0142004235,9
68555,0312147015,6
68555,0312195516,10
68555,034540761X,7
68555,0380470845,6
68555,0380756293,6
68555,0380762595,6
68555,0385482388,8
68555,0385504209,10
68555,0385511612,9
68555,0425157539,7
68555,0425170349,8
68555,0440111811,5
68555,0440126894,6
68555,0440168724,7
68555,0440173701,5
68555,0440176484,5
68555,0440185327,5
68555,0440186560,5
68555,0440200563,5
68555,0440201926,7
68555,0440212561,10
68555,0440214041,8
68555,0440215625,5
68555,0440217547,5
68555,0440217563,10
68555,0440220602,7
68555,0440221471,7
68555,0440224764,7
68555,0440224780,5
68555,0440225701,7
68555,0440236673,7
68555,044023722X,4
68555,0446359866,5
68555,0446360589,7
68555,0446516538,5
68555,0446603589,7
68555,0446605239,8
68555,0451177037,7
68555,0515103969,6
68555,0515118230,5
68555,0515132187,7
68555,0553260111,8
68555,0553580191,5
68555,0670894605,9
68555,0671041789,9
68555,0671737600,5
68555,067173976X,6
68555,0671776800,5
68555,0671795538,6
68555,0767902521,9
68555,0786808551,10
68555,1558745017,8
69078,0060175400,7
69078,0060175966,8
69078,0060199652,8
69078,0060248025,8
69078,0060256656,8
69078,0060256672,9
69078,0060256737,8
69078,0060915544,8
69078,0060921145,8
69078,0060929790,9
69078,0060929871,9
69078,0060938455,8
69078,0066212855,9
69078,0140119906,9
69078,0140268863,9
69078,015100692X,7
69078,0156528207,9
69078,0312243022,9
69078,0312278586,5
69078,0312282990,8
69078,0312283709,8
69078,0316666343,7
69078,0345342968,9
69078,0345350685,8
69078,0374129983,9
69078,0374199698,9
69078,0375406530,9
69078,0375500510,8
69078,0375700757,9
69078,0375705856,8
69078,038533334X,7
69078,0385490445,9
69078,0385503954,9
69078,0385509456,9
69078,0385721420,8
69078,039592720X,9
69078,0399146431,8
69078,0425179672,7
69078,0449005615,8
69078,0449907481,8
69078,0451524934,8
69078,0452268060,6
69078,0553277472,6
69078,0671003755,7
69078,0679405283,6
69078,0679412956,7
69078,0679429220,8
69078,0679723161,9
69078,068484477X,8
69078,0684865742,7
69078,0684874350,9
69078,0743418174,6
69078,0894805770,7
69078,1573226521,7
69697,014038572X,10
69697,0312971125,8
69697,0373242328,8
69697,0373483694,9
69697,0373483899,9
69697,037383568X,8
69697,0425148297,10
69697,0425150984,10
69697,0425153789,10
69697,0425157628,10
69697,0425160394,10
69697,0425168131,10
69697,0425173631,10
69697,0425176304,10
69697,0425181464,10
69697,0425183971,10
69697,0439136369,10
69697,0439139597,10
69697,043935806X,10
69697,050552354X,10
69697,0505523752,10
69697,0505523892,10
69697,0505524090,10
69697,0505524473,10
69697,0505524503,10
69697,051511779X,9
69697,0515131091,10
69697,0515135216,9
69697,0553289322,9
69697,055329315X,8
69697,0553293168,9
69697,0553293257,8
69697,0553296981,10
69697,0553571907,8
69697,0553574108,8
69697,0671003348,7
69697,0671025333,8
69697,0671027573,10
69697,0671027581,9
69697,0671689746,8
69697,0671702513,9
69697,0671737821,9
69697,0671744208,9
69697,0671744216,9
69697,074347628X,10
69697,082177512X,9
69697,084394952X,10
69697,0843949945,10
69697,084395048X,9
69697,1551666189,9
69697,1551667436,9
69697,155166951X,9
70415,0312195516,10
70415,0316569321,6
70415,0316781142,3
70415,0380710722,10
70415,0385418493,10
70415,0385729332,10
70415,0440167531,8
70415,0440168724,7
70415,0440173701,7
70415,0440177049,7
70415,0440202043,10
70415,0446515078,8
70415,0446527785,7
70415,0449219372,8
70415,0449221482,8
70415,0449221512,8
70415,0553213148,9
70415,0553561618,8
70415,0671004565,5
70415,0671793489,8
70415,0684835959,8
70415,0743211375,6
70415,0804114609,9
70415,0918949165,10
70415,1558747109,8
70594,0060175966,9
70594,0066212855,8
70594,0142002267,9
70594,0345370775,8
70594,0380813815,10
70594,0380978415,9
70594,0385504209,9
70594,0385504470,9
70594,0385508042,7
70594,0385510438,8
70594,0385511612,7
70594,0452283442,7
70594,0525947299,9
70594,0525947647,9
70594,0553576089,7
70594,0553801945,8
70594,0671027360,8
70594,0767902513,9
70594,0805063889,9
70594,1400031354,10
70594,1400031362,9
70594,1400034779,9
70594,1592400876,8
75591,0060392452,10
75591,0060922532,9
75591,0060964049,9
75591,0060976845,7
75591,0064400042,10
75591,0140150749,10
75591,0140179836,7
75591,014023313X,8
75591,014131088X,7
75591,031242227X,9
75591,0316107298,10
75591,0316107352,10
75591,0316107387,10
75591,0316779237,8
75591,0316780375,8
75591,0345438329,9
75591,0375705171,9
75591,0375727345,6
75591,0380977788,7
75591,0385199570,10
75591,0385479565,8
75591,0385491026,10
75591,0385720955,8
75591,0385722206,7
75591,0385730586,10
75591,0394820371,7
75591,0425162443,10
75591,0439064864,10
75591,0440180295,8
75591,0446391301,10
75591,0446532231,8
75591,0446670251,9
75591,0449907481,10
75591,0449910571,9
75591,0449912558,10
75591,0451166604,10
75591,0452269571,9
75591,0515090174,8
75591,0515107867,8
75591,0525946756,9
75591,0553268449,8
75591,0553275976,9
75591,0553278029,7
75591,0553574663,5
75591,059035342X,10
75591,0609804138,10
75591,067088300X,9
75591,0670892963,5
75591,0671510053,9
75591,0679429220,10
75591,0679731725,7
75591,0679734775,9
75591,0679742298,9
75591,0679746048,10
75591,0679751602,8
75591,0684801221,10
75591,0802130208,10
75591,0804111359,10
76151,0066211220,10
76151,0312203039,10
76151,0312265859,10
76151,0312265867,10
76151,0312284683,10
76151,0312306326,10
76151,0312971125,10
76151,0312980140,10
76151,0316569321,10
76151,0316602051,10
76151,0316603287,10
76151,0316666343,10
76151,0316693324,10
76151,0345435273,10
76151,0345447832,10
76151,0345452550,3
76151,0380819171,10
76151,0385335490,5
76151,038533558X,10
76151,0385484518,10
76151,038550120X,10
76151,0385505833,10
76151,0399147128,10
76151,0399148019,5
76151,0399148248,10
76151,039914840X,10
76151,0399148639,10
76151,0399149848,10
76151,0399151060,10
76151,0425148297,1
76151,0425188361,10
76151,0441304834,10
76151,0446527041,10
76151,0446527165,10
76151,051508901X,10
76151,0515102636,10
76151,0515103969,10
76151,0515112305,2
76151,051511992X,10
76151,051512219X,10
76151,0515133876,10
76151,0515134465,10
76151,0553268880,10
76151,0553289322,10
76151,055329315X,10
76151,0553571907,10
76151,0553574108,10
76151,0553583441,10
76151,0553583468,10
76151,0553802461,5
76151,0671010085,10
76151,067101420X,10
76151,0671014218,10
76151,0671032992,10
76151,0671525751,8
76151,0671670069,10
76151,067168972X,3
76151,0671702505,10
76151,0671702513,10
76151,0671737600,10
76151,0671737619,10
76151,0671737805,8
76151,0671737821,10
76151,0671742558,10
76151,0671744208,10
76151,0671744216,10
76151,0671776800,10
76151,0671795538,10
76151,0671870114,10
76151,067976402X,1
76151,0684853507,10
76151,0684867621,10
76151,0743206029,5
76151,0743211375,5
76151,0743211383,10
76151,0743245520,10
76151,0756401364,10
76151,1551668653,10
76151,1551669498,2
76151,155166951X,10
76499,0060256672,10
76499,0060921145,5
76499,0060929790,10
76499,0060976241,10
76499,006440188X,10
76499,014029628X,10
76499,014034294X,10
76499,0140374248,10
76499,0156628708,5
76499,0345323750,10
76499,034536676X,10
76499,0374525641,10
76499,0380012863,5
76499,0385721234,10
76499,0394820371,5
76499,0425184943,4
76499,0440180295,10
76499,0440414806,10
76499,0441172717,10
76499,0441627404,10
76499,0452268060,8
76499,0452269571,5
76499,0553268937,10
76499,0553274325,10
76499,0553278223,10
76499,0553294385,10
76499,0553296981,10
76499,0671004107,10
76499,0671021001,5
76499,0684801221,10
76499,0689817215,10
76499,0802130208,10
76626,0060934719,9
76626,0064400557,9
76626,006440188X,10
76626,0064407667,8
76626,0064407675,9
76626,0064407691,7
76626,0064408647,7
76626,0064408655,8
76626,0064471101,9
76626,0140143505,9
76626,0140430725,9
76626,0142001805,9
76626,0156001314,9
76626,0156027321,9
76626,0345323750,8
76626,0375703861,8
76626,037582233X,9
76626,0380002930,10
76626,0380715430,10
76626,0380789035,9
76626,038542017X,9
76626,0385482388,7
76626,0385512104,9
76626,043935806X,7
76626,0440206154,5
76626,0440487617,6
76626,0440498058,10
76626,0446310786,10
76626,0451526341,10
76626,0452283442,8
76626,0553275976,9
76626,0679731377,9
76626,0679735909,10
76626,0786817070,5
76626,0802135161,9
76626,0836217632,9
76626,0836218655,9
76626,1573229725,9
78553,006440188X,10
78553,0345316002,10
78553,0345336038,10
78553,0345339495,10
78553,0380702843,9
78553,0380752999,10
78553,0380753022,9
78553,0380756269,10
78553,0380756285,10
78553,0380756293,10
78553,0380762560,10
78553,0380774933,10
78553,0380871556,10
78553,0380896931,10
78553,0380899531,10
78553,0395177111,10
78553,0399144463,9
78553,0439064864,10
78553,0439136350,10
78553,0439139597,10
78553,043935806X,10
78553,0440209633,9
78553,044048474X,10
78553,0446515078,6
78553,0451205561,8
78553,0451402065,9
78553,0451456521,10
78553,0515107662,9
78553,0515112305,9
78553,0515130389,10
78553,0553285785,10
78553,0553294903,10
78553,0553296981,10
78553,0590353403,10
78553,0609610597,9
78553,067168972X,10
78553,0671705091,10
78553,067173976X,10
78553,0671744577,10
78834,0060256672,10
78834,0060256737,10
78834,0064472272,10
78834,0140268863,10
78834,014028009X,7
78834,031242227X,7
78834,0316769487,10
78834,0316776963,10
78834,0316777730,6
78834,0375703055,7
78834,0375760911,8
78834,0380002930,10
78834,0399145990,10
78834,0399501487,10
78834,042513699X,8
78834,043935806X,10
78834,0446532231,10
78834,0451191145,10
78834,0451526341,10
78834,0525946756,7
78834,0553573616,5
78834,0671693816,8
78834,0671727796,10
78834,0679751521,7
78834,0740718770,8
78834,0743211375,10
78834,0786817070,7
78834,0786867647,10
78834,0802116698,10
78834,0805062971,10
78834,0836204387,10
78973,0028604199,9
78973,0060958022,8
78973,0140298479,9
78973,0316666009,8
78973,0345384377,8
78973,034540761X,6
78973,0345413873,7
78973,0345413903,8
78973,0375504613,7
78973,0380718340,8
78973,0385306032,7
78973,0385335881,9
78973,0385336179,9
78973,0385336810,9
78973,0385721234,10
78973,0385729332,7
78973,042510687X,7
78973,0425119653,7
78973,042511984X,9
78973,042513525X,8
78973,0425142485,7
78973,0425144429,10
78973,0425151867,7
78973,0425166619,7
78973,0425180638,7
78973,042518630X,7
78973,0439139600,10
78973,0440168724,7
78973,0440204208,7
78973,0440205573,7
78973,0440208459,7
78973,0440213991,7
78973,0440214114,7
78973,0440234743,7
78973,0446359750,7
78973,0446525537,7
78973,0446527793,8
78973,0446604801,7
78973,0446605484,8
78973,0446609404,8
78973,0446610399,7
78973,0446611212,8
78973,0446611867,7
78973,0446613266,7
78973,0446676098,8
78973,0451141083,7
78973,0451167317,7
78973,0451176464,9
78973,0451177096,7
78973,0451184963,8
78973,0515128821,8
78973,0553213105,7
78973,055356160X,6
78973,0553561618,6
78973,055356451X,7
78973,0553568760,7
78973,0553569031,7
78973,055357227X,6
78973,0553578022,7
78973,0553579754,7
78973,0553582747,9
78973,0553582755,7
78973,0553802488,8
78973,0670858692,8
78973,067088300X,6
78973,067100042X,8
78973,0671004549,8
78973,0671004573,8
78973,0671039725,8
78973,0671673688,8
78973,0671758896,9
78973,0671793489,8
78973,0671867091,8
78973,0671867113,8
78973,0671888587,8
78973,0679459626,7
78973,0684195984,8
78973,0740723367,9
78973,0743206029,7
78973,0743206045,8
78973,0743418174,9
78973,0743418204,8
78973,0743467523,7
78973,0836217691,10
78973,0836218256,10
78973,0836218620,10
78973,0836218663,10
78973,0836218787,10
78973,0836220889,10
78973,0836221362,10
83671,0060928336,10
83671,0060976845,9
83671,0060987103,9
83671,0061000043,8
83671,014018869X,10
83671,0345323750,10
83671,0345334531,10
83671,0345350499,10
83671,0345369947,10
83671,0345384466,10
83671,034538475X,7
83671,0345389417,10
83671,0345404319,9
83671,0345404475,9
83671,0345409671,7
83671,0345435273,4
83671,0425181685,9
83671,0440215625,9
83671,0440217563,8
83671,0441000916,9
83671,0441001971,9
83671,0441002935,9
83671,0441003745,9
83671,0441004520,9
83671,0441005241,9
83671,0441005748,9
83671,0441007813,9
83671,0441104029,9
83671,0441304834,9
83671,0441810764,9
83671,0452260116,10
83671,0553573403,9
83671,0679454497,8
85526,0060929871,7
85526,006092988X,10
85526,0060930535,8
85526,0060935464,9
85526,0060958022,9
85526,006099486X,7
85526,0062502182,10
85526,0140119906,9
85526,0142001619,8
85526,0312195516,8
85526,0345370805,7
85526,0375726403,9
85526,0380012863,9
85526,0385720106,8
85526,0385721420,7
85526,039592720X,10
85526,044651652X,5
85526,0446532231,7
85526,0452282152,7
85526,0553250426,8
85526,0671510053,7
85526,0679735666,8
85526,0679736379,9
85526,0684801221,9
85526,068484267X,8
85526,0740723367,5
85526,0786881852,8
85526,080410526X,8
85526,0811802981,8
85526,0877017883,8
85526,0877733759,6
87141,0312924585,9
87141,0316693006,9
87141,0345298349,9
87141,0345378490,7
87141,0345391055,8
87141,0375411070,8
87141,038529929X,8
87141,038533558X,10
87141,0385424728,8
87141,0385472951,8
87141,0385490992,9
87141,0385493800,8
87141,0385497466,8
87141,042510687X,8
87141,0425109720,8
87141,0425158594,8
87141,0425170349,9
87141,044021145X,8
87141,0440211727,8
87141,0440213525,8
87141,0440220602,8
87141,0440236673,8
87141,0441003257,9
87141,0446600660,9
87141,0446605409,8
87141,0449134482,9
87141,0451166892,8
87141,0451168615,7
87141,0451169514,7
87141,0451169522,8
87141,0451173139,8
87141,051511605X,8
87141,0553260111,9
87141,0553569635,7
87141,059035342X,10
87141,0671749013,7
87141,0743412273,7
87141,0836218221,8
87141,0836218256,8
87141,0836218817,8
87141,0836220986,9
87141,0842329129,8
87141,0842329242,8
87555,0060392452,10
87555,0060809833,10
87555,0060938455,10
87555,0062502182,7
87555,0141000198,8
87555,0142000205,9
87555,0345313860,8
87555,0345337662,7
87555,0345339681,7
87555,0345350685,10
87555,0345351525,7
87555,0345384466,6
87555,034538475X,3
87555,0375411550,8
87555,0380727501,10
87555,0385484518,10
87555,0385503857,9
87555,0385503954,7
87555,0439139597,9
87555,0449212602,10
87555,0451163966,10
87555,0451524934,10
87555,0452269571,9
87555,0525947647,10
87555,0553208845,10
87555,0553274325,10
87555,0553277537,10
87555,0553296981,10
87555,0618002227,10
87555,0618002235,10
87555,0618002243,9
87555,0670851086,6
87555,0679441018,5
87555,076790382X,10
87555,0805063889,8
88693,0060199652,9
88693,0060391626,6
88693,0060977493,8
88693,0066214122,8
88693,0140067477,8
88693,0312195516,7
88693,0312278586,8
88693,0312282990,9
88693,0316789089,8
88693,0345423402,8
88693,0345427637,10
88693,0345438329,7
88693,0374199698,8
88693,0375412530,7
88693,0375726403,8
88693,0385479565,9
88693,038548951X,9
88693,0385498802,9
88693,0385504209,8
88693,0385507593,8
88693,0385722435,9
88693,039592720X,9
88693,0425150984,8
88693,0425153789,8
88693,0425157628,8
88693,0425160394,8
88693,0425161242,5
88693,0425168131,9
88693,0425173631,8
88693,0425192733,7
88693,0446525537,5
88693,0446602612,9
88693,0446602620,8
88693,0446604844,5
88693,0452282152,8
88693,0452282829,8
88693,051513628X,8
88693,0525946829,5
88693,0525947299,9
88693,0553260111,7
88693,0553268449,7
88693,0553275976,8
88693,0553278029,8
88693,0671003755,7
88693,0671004549,7
88693,0671027360,7
88693,0679439382,9
88693,067976402X,7
88693,0842329218,5
88693,0887307876,8
88693,0971880107,4
88693,1400031354,9
88733,0060194448,9
88733,0060915544,8
88733,0060928336,8
88733,0060959037,10
88733,0061000027,9
88733,0064400557,10
88733,0064400565,9
88733,0140328696,9
88733,0156528207,6
88733,0312289723,8
88733,0312983271,8
88733,0345339681,9
88733,0345378490,9
88733,0375504613,9
88733,0425188787,8
88733,0439064872,10
88733,0439136369,10
88733,0439139597,9
88733,0439139600,10
88733,043935806X,8
88733,043936213X,9
88733,0440195934,9
88733,044021145X,7
88733,0440217520,8
88733,0440498058,10
88733,044098761X,10
88733,0446360589,8
88733,0446672211,8
88733,0449221490,9
88733,0449223604,9
88733,0451207246,8
88733,0451208862,9
88733,0515095826,8
88733,0517693119,10
88733,0553278274,10
88733,059035342X,10
88733,0618002227,10
88733,0618002235,10
88733,0618002243,10
88733,0671749013,7
88733,0671793489,9
88733,0679429220,8
88733,0740723367,10
88733,0918949165,10
88733,156402976X,9
89602,006000438X,5
89602,0060175966,7
89602,0060192119,8
89602,0060920084,7
89602,0060929790,9
89602,0060934417,7
89602,0060959037,7
89602,0060987103,6
89602,0060987529,8
89602,0066209773,8
89602,0140119906,7
89602,014028009X,5
89602,0142001740,9
89602,0142001805,8
89602,015602943X,8
89602,0312144075,5
89602,031242227X,8
89602,0316666343,8
89602,0316776963,8
89602,0316788228,5
89602,0316899984,5
89602,0345361792,8
89602,0345387651,5
89602,034543479X,5
89602,0345441036,5
89602,0345441265,6
89602,0375702709,5
89602,0375705856,5
89602,0375726403,6
89602,0375727345,5
89602,0380002930,5
89602,0380727501,7
89602,0380789019,8
89602,0380789035,5
89602,0380813815,9
89602,0380973650,7
89602,0380977788,8
89602,0380978415,7
89602,038531258X,9
89602,0385504209,8
89602,0385509456,8
89602,0385721420,8
89602,0385722435,9
89602,0425192725,5
89602,0441001971,8
89602,0441003257,6
89602,0441003745,8
89602,0441009239,8
89602,0441010512,8
89602,0441304834,8
89602,0446310786,9
89602,0446364754,6
89602,0446604666,5
89602,044661193X,8
89602,0446670111,5
89602,0449003795,7
89602,0449221482,8
89602,0451180232,5
89602,0452269571,5
89602,0452282195,7
89602,0452282829,5
89602,0515133876,5
89602,0553272535,7
