ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0553582127,The Search,Iris Johansen,2001,Bantam Books,http://images.amazon.com/images/P/0553582127.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582127.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582127.01.LZZZZZZZ.jpg
0440225817,Acts of Malice,Perri O'Shaughnessy,2000,Island,http://images.amazon.com/images/P/0440225817.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440225817.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440225817.01.LZZZZZZZ.jpg
0380792028,Glorious Angel,Johanna Lindsey,2002,Avon,http://images.amazon.com/images/P/0380792028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380792028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380792028.01.LZZZZZZZ.jpg
0515129933,The Scottish Bride (Bride Trilogy (Paperback)),Catherine Coulter,2001,Jove Books,http://images.amazon.com/images/P/0515129933.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515129933.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515129933.01.LZZZZZZZ.jpg
0345316002,Killashandra,Anne McCaffrey,1993,Del Rey Books,http://images.amazon.com/images/P/0345316002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345316002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345316002.01.LZZZZZZZ.jpg
0671644475,The Conquest,Jude Deveraux,1991,Pocket,http://images.amazon.com/images/P/0671644475.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671644475.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671644475.01.LZZZZZZZ.jpg
0451190548,The Green Mile: Coffey's Hands (Green Mile Series),Stephen King,1996,Signet Book,http://images.amazon.com/images/P/0451190548.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451190548.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451190548.01.LZZZZZZZ.jpg
0425192733,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),Patricia Cornwell,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425192733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425192733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425192733.01.LZZZZZZZ.jpg
0451403703,The Hangman's Beautiful Daughter,Sharyn McCrumb,1993,Onyx Books,http://images.amazon.com/images/P/0451403703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451403703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451403703.01.LZZZZZZZ.jpg
0525941908,The Regulators,Richard Bachman,1996,Dutton Books,http://images.amazon.com/images/P/0525941908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525941908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525941908.01.LZZZZZZZ.jpg
0767915054,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),HAVEN KIMMEL,2002,Broadway Books,http://images.amazon.com/images/P/0767915054.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767915054.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767915054.01.LZZZZZZZ.jpg
0452284449,The Virgin Blue,Tracy Chevalier,2003,Plume Books,http://images.amazon.com/images/P/0452284449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452284449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452284449.01.LZZZZZZZ.jpg
0446610542,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002,Warner Forever,http://images.amazon.com/images/P/0446610542.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610542.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610542.01.LZZZZZZZ.jpg
0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book,http://images.amazon.com/images/P/0451188454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188454.01.LZZZZZZZ.jpg
1558745718,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),Jack Canfield,1998,Health Communications,http://images.amazon.com/images/P/1558745718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558745718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558745718.01.LZZZZZZZ.jpg
0140143505,84 Charing Cross Road,Helene Hanff,1990,Penguin Books,http://images.amazon.com/images/P/0140143505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140143505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140143505.01.LZZZZZZZ.jpg
0345413881,Dr. Death (Alex Delaware Novels (Paperback)),Jonathan Kellerman,2001,Ballantine Books,http://images.amazon.com/images/P/0345413881.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413881.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413881.01.LZZZZZZZ.jpg
0451163966,One Flew Over the Cuckoo's Nest,Ken Kesey,1989,Signet Book,http://images.amazon.com/images/P/0451163966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451163966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451163966.01.LZZZZZZZ.jpg
0525946829,Quentins,Maeve Binchy,2002,Dutton Books,http://images.amazon.com/images/P/0525946829.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525946829.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525946829.01.LZZZZZZZ.jpg
0312986343,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,Janet Evanovich,2004,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312986343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312986343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312986343.01.LZZZZZZZ.jpg
0451170385,Four Past Midnight,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451170385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451170385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451170385.01.LZZZZZZZ.jpg
006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers,http://images.amazon.com/images/P/006016848X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006016848X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006016848X.01.LZZZZZZZ.jpg
0449002985,Your Oasis on Flame Lake (Ballantine Reader's Circle),LORNA LANDVIK,1998,Ballantine Books,http://images.amazon.com/images/P/0449002985.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449002985.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449002985.01.LZZZZZZZ.jpg
0671727583,Smart Women,Judy Blume,1990,Pocket Books,http://images.amazon.com/images/P/0671727583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671727583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671727583.01.LZZZZZZZ.jpg
0440212561,Outlander,DIANA GABALDON,1992,Dell,http://images.amazon.com/images/P/0440212561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212561.01.LZZZZZZZ.jpg
0451402065,Earth Song,Catherine Coulter,1990,Onyx Books,http://images.amazon.com/images/P/0451402065.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451402065.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451402065.01.LZZZZZZZ.jpg
039914840X,Three Fates,Nora Roberts,2002,Putnam Publishing Group,http://images.amazon.com/images/P/039914840X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914840X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914840X.01.LZZZZZZZ.jpg
0684801523,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,http://images.amazon.com/images/P/0684801523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg
0446532452,The Wedding,Nicholas Sparks,2003,Warner Books,http://images.amazon.com/images/P/0446532452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446532452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446532452.01.LZZZZZZZ.jpg
043936213X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,Scholastic,http://images.amazon.com/images/P/043936213X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043936213X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043936213X.01.LZZZZZZZ.jpg
0312966806,Tell Me Lies (Tell Me Lies),Jennifer Crusie,1999,St. Martin's Press,http://images.amazon.com/images/P/0312966806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966806.01.LZZZZZZZ.jpg
0446692298,Fat Girls and Lawn Chairs,Cheryl Peck,2004,Warner Books,http://images.amazon.com/images/P/0446692298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446692298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446692298.01.LZZZZZZZ.jpg
0451188543,No Use Dying over Spilled Milk: A Pennsylvania Dutch Mystery With Recipes (Pennsylvania Dutch Mysteries with Recipes (Paperback)),Tamar Myers,1997,Signet Book,http://images.amazon.com/images/P/0451188543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188543.01.LZZZZZZZ.jpg
1551667436,Strange Bedpersons,Jennifer Crusie,2003,Mira,http://images.amazon.com/images/P/1551667436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551667436.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551667436.01.LZZZZZZZ.jpg
075820230X,Chocolate Chip Cookie Murder (Hannah Swensen Mysteries (Paperback)),Joanne Fluke,2001,Kensington Publishing Corporation,http://images.amazon.com/images/P/075820230X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/075820230X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/075820230X.01.LZZZZZZZ.jpg
0553573136,Couplehood,PAUL REISER,1995,Bantam,http://images.amazon.com/images/P/0553573136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.LZZZZZZZ.jpg
0451204530,Code to Zero,Ken Follett,2001,Signet Book,http://images.amazon.com/images/P/0451204530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451204530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451204530.01.LZZZZZZZ.jpg
006098824X,Getting Over It,Anna Maxted,2001,Regan Books,http://images.amazon.com/images/P/006098824X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006098824X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006098824X.01.LZZZZZZZ.jpg
0446603716,Hide &amp; Seek,James Patterson,1996,Warner Books,http://images.amazon.com/images/P/0446603716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603716.01.LZZZZZZZ.jpg
0440193613,Wanderlust,Danielle Steel,1987,Dell,http://images.amazon.com/images/P/0440193613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440193613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440193613.01.LZZZZZZZ.jpg
0743460529,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket,http://images.amazon.com/images/P/0743460529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743460529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743460529.01.LZZZZZZZ.jpg
0451157443,Carrie,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451157443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451157443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451157443.01.LZZZZZZZ.jpg
0671880314,Schindler's List,Thomas Keneally,1993,Touchstone,http://images.amazon.com/images/P/0671880314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671880314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671880314.01.LZZZZZZZ.jpg
038550120X,A Painted House,JOHN GRISHAM,2001,Doubleday,http://images.amazon.com/images/P/038550120X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038550120X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038550120X.01.LZZZZZZZ.jpg
0385502532,Drowning Ruth,Christina Schwarz,2000,Doubleday,http://images.amazon.com/images/P/0385502532.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385502532.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385502532.01.LZZZZZZZ.jpg
034543739X,Until the Real Thing Comes Along (Ballantine Reader's Circle),ELIZABETH BERG,2000,Ballantine Books,http://images.amazon.com/images/P/034543739X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034543739X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034543739X.01.LZZZZZZZ.jpg
0553268937,The Water Is Wide,PAT CONROY,1987,Bantam,http://images.amazon.com/images/P/0553268937.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268937.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268937.01.LZZZZZZZ.jpg
0373218397,Summer Pleasures,Nora Roberts,2002,Silhouette,http://images.amazon.com/images/P/0373218397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218397.01.LZZZZZZZ.jpg
0671001132,DEAD BY SUNSET : DEAD BY SUNSET,Ann Rule,1996,Pocket,http://images.amazon.com/images/P/0671001132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671001132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671001132.01.LZZZZZZZ.jpg
0671868691,Bitter Harvest,Ann Rule,1999,Pocket,http://images.amazon.com/images/P/0671868691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671868691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671868691.01.LZZZZZZZ.jpg
0441001971,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Ace Books,http://images.amazon.com/images/P/0441001971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441001971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441001971.01.LZZZZZZZ.jpg
0061097861,Hunting Badger (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,2000,HarperCollins,http://images.amazon.com/images/P/0061097861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061097861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061097861.01.LZZZZZZZ.jpg
0375703063,A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997,Vintage Books,http://images.amazon.com/images/P/0375703063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703063.01.LZZZZZZZ.jpg
0679736042,Toujours Provence (Vintage Departures),Peter Mayle,1992,Vintage Books USA,http://images.amazon.com/images/P/0679736042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679736042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679736042.01.LZZZZZZZ.jpg
0446360589,The Burden of Proof,Scott Turow,1991,Warner Books,http://images.amazon.com/images/P/0446360589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.LZZZZZZZ.jpg
0553272616,The Unloved,John Saul,1988,Bantam Books,http://images.amazon.com/images/P/0553272616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272616.01.LZZZZZZZ.jpg
0064471047,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",C. S. Lewis,1994,HarperCollins,http://images.amazon.com/images/P/0064471047.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064471047.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064471047.01.LZZZZZZZ.jpg
0345368754,Foucault's Pendulum,Umberto Eco,1990,Ballantine Books,http://images.amazon.com/images/P/0345368754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345368754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345368754.01.LZZZZZZZ.jpg
0553213180,Anne's House of Dreams,L.M. MONTGOMERY,1983,Bantam Classics,http://images.amazon.com/images/P/0553213180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213180.01.LZZZZZZZ.jpg
0440177049,Season of Passion,Danielle Steel,1980,Dell,http://images.amazon.com/images/P/0440177049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440177049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440177049.01.LZZZZZZZ.jpg
0375756981,The Vagina Monologues: The V-Day Edition,Eve Ensler,2000,Villard Books,http://images.amazon.com/images/P/0375756981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375756981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375756981.01.LZZZZZZZ.jpg
0140258795,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,1996,Penguin Books,http://images.amazon.com/images/P/0140258795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140258795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140258795.01.LZZZZZZZ.jpg
0312306326,Visions of Sugar Plums,Janet Evanovich,2002,St. Martin's Press,http://images.amazon.com/images/P/0312306326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312306326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312306326.01.LZZZZZZZ.jpg
0451169522,Misery,Stephen King,2004,Penguin USA (Paper),http://images.amazon.com/images/P/0451169522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451169522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451169522.01.LZZZZZZZ.jpg
039480967X,Bears on Wheels (Bright &amp; Early Books),STAN BERENSTAIN,1969,Random House Books for Young Readers,http://images.amazon.com/images/P/039480967X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039480967X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039480967X.01.LZZZZZZZ.jpg
0446359750,Devices and Desires,Phyllis White,1991,Warner Books,http://images.amazon.com/images/P/0446359750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446359750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446359750.01.LZZZZZZZ.jpg
0140179836,The Liar's Club: A Memoir,Mary Karr,1998,Penguin USA (Paper),http://images.amazon.com/images/P/0140179836.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140179836.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140179836.01.LZZZZZZZ.jpg
044022103X,One True Thing,Anna Quindlen,1995,Dell,http://images.amazon.com/images/P/044022103X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022103X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022103X.01.LZZZZZZZ.jpg
0451180232,Nightmares &amp; Dreamscapes,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451180232.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451180232.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451180232.01.LZZZZZZZ.jpg
0517693119,More Than Complete Hitchhiker's Guide,Douglas Adams,1990,Bonanza Books,http://images.amazon.com/images/P/0517693119.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517693119.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517693119.01.LZZZZZZZ.jpg
0451137965,Thinner,Stephen King,1985,New Amer Library,http://images.amazon.com/images/P/0451137965.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.LZZZZZZZ.jpg
0425107469,Watchers,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425107469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425107469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425107469.01.LZZZZZZZ.jpg
042510687X,Outbreak,Robin Cook,1991,Berkley Publishing Group,http://images.amazon.com/images/P/042510687X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042510687X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042510687X.01.LZZZZZZZ.jpg
0553573616,My Point...And I Do Have One,ELLEN DEGENERES,1996,Bantam,http://images.amazon.com/images/P/0553573616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553573616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553573616.01.LZZZZZZZ.jpg
0440204208,Blood Shot (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1989,Dell,http://images.amazon.com/images/P/0440204208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440204208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440204208.01.LZZZZZZZ.jpg
0553274325,Johnny Got His Gun,Dalton Trumbo,1983,Bantam Books,http://images.amazon.com/images/P/0553274325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553274325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553274325.01.LZZZZZZZ.jpg
0553580191,Seize the Night,DEAN KOONTZ,1999,Bantam,http://images.amazon.com/images/P/0553580191.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580191.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580191.01.LZZZZZZZ.jpg
0064400565,Stuart Little,E. B. White,1974,HarperTrophy,http://images.amazon.com/images/P/0064400565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400565.01.LZZZZZZZ.jpg
0451172817,Needful Things,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451172817.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451172817.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451172817.01.LZZZZZZZ.jpg
0440487617,A Wind in the Door,Madeleine L'Engle,1974,Yearling Books,http://images.amazon.com/images/P/0440487617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440487617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440487617.01.LZZZZZZZ.jpg
0743211375,From a Buick 8 : A Novel,Stephen King,2002,Scribner,http://images.amazon.com/images/P/0743211375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743211375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743211375.01.LZZZZZZZ.jpg
0446515078,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,Alexandra Ripley,1991,Warner Books Inc,http://images.amazon.com/images/P/0446515078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446515078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446515078.01.LZZZZZZZ.jpg
0425130711,Cold Fire,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425130711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425130711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425130711.01.LZZZZZZZ.jpg
0385317093,Granny Dan,DANIELLE STEEL,1999,Delacorte Press,http://images.amazon.com/images/P/0385317093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385317093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385317093.01.LZZZZZZZ.jpg
140003065X,A Fine Balance,Rohinton Mistry,2001,Vintage Books USA,http://images.amazon.com/images/P/140003065X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/140003065X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/140003065X.01.LZZZZZZZ.jpg
0807508527,"The Boxcar Children (Boxcar Children, No 1)",Gertrude Chandler Warner,1989,Albert Whitman &amp; Company,http://images.amazon.com/images/P/0807508527.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807508527.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807508527.01.LZZZZZZZ.jpg
037582233X,Stargirl,JERRY SPINELLI,2002,Knopf Books for Young Readers,http://images.amazon.com/images/P/037582233X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037582233X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037582233X.01.LZZZZZZZ.jpg
0671027573,Mr. Perfect,Linda Howard,2001,Pocket Star,http://images.amazon.com/images/P/0671027573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027573.01.LZZZZZZZ.jpg
0553569910,The Ugly Duckling,Iris Johansen,1997,Bantam Books,http://images.amazon.com/images/P/0553569910.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569910.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569910.01.LZZZZZZZ.jpg
0553578685,The Third Victim,LISA GARDNER,2001,Bantam,http://images.amazon.com/images/P/0553578685.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578685.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578685.01.LZZZZZZZ.jpg
0743418204,In Her Shoes : A Novel,Jennifer Weiner,2003,Washington Square Press,http://images.amazon.com/images/P/0743418204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418204.01.LZZZZZZZ.jpg
0060391626,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books,http://images.amazon.com/images/P/0060391626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060391626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060391626.01.LZZZZZZZ.jpg
0440200563,Fine Things,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440200563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440200563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440200563.01.LZZZZZZZ.jpg
042511984X,The Face of Fear,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/042511984X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042511984X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042511984X.01.LZZZZZZZ.jpg
0671743058,Boy's Life,Robert McCammon,1992,Pocket,http://images.amazon.com/images/P/0671743058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671743058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671743058.01.LZZZZZZZ.jpg
080411109X,The Hundred Secret Senses,Amy Tan,1996,Ivy Books,http://images.amazon.com/images/P/080411109X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411109X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411109X.01.LZZZZZZZ.jpg
0553213172,Anne of the Island,Lucy Maud Montgomery,1983,Bantam Classics,http://images.amazon.com/images/P/0553213172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213172.01.LZZZZZZZ.jpg
